Format,Start_Date,Start_Time,End_Date,End_Time,Location,Team1_ID,Team2_ID,Description,Location_Url,Location_Details,All_Day_Event,Event_Type,Tags,Team1_Is_Home,Team2_Name,Custom_Opponent
SportsEngine,11/5/2024,20:30:00,11/5/2024,22:30:00,Sheet B,24TF03,24TF04,,,,0,Game,,1,0,FALSE
SportsEngine,11/5/2024,20:30:00,11/5/2024,22:30:00,Sheet C,24TF05,24TF01,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,18:00:00,11/12/2024,20:00:00,Sheet A,24TF10,24TF01,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,18:00:00,11/12/2024,20:00:00,Sheet B,24TF06,24TF05,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,18:00:00,11/12/2024,20:00:00,Sheet C,24TF09,24TF02,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,20:30:00,11/12/2024,22:30:00,Sheet A,24TF07,24TF11,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,20:30:00,11/12/2024,22:30:00,Sheet B,24TF04,24TF08,,,,0,Game,,1,0,FALSE
SportsEngine,11/12/2024,20:30:00,11/12/2024,22:30:00,Sheet C,24TF00,24TF03,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,18:00:00,11/19/2024,20:00:00,Sheet A,24TF00,24TF01,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,18:00:00,11/19/2024,20:00:00,Sheet B,24TF09,24TF03,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,18:00:00,11/19/2024,20:00:00,Sheet C,24TF04,24TF11,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,20:30:00,11/19/2024,22:30:00,Sheet A,24TF07,24TF05,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,20:30:00,11/19/2024,22:30:00,Sheet B,24TF10,24TF02,,,,0,Game,,1,0,FALSE
SportsEngine,11/19/2024,20:30:00,11/19/2024,22:30:00,Sheet C,24TF06,24TF08,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,18:00:00,11/26/2024,20:00:00,Sheet A,24TF03,24TF06,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,18:00:00,11/26/2024,20:00:00,Sheet B,24TF08,24TF07,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,18:00:00,11/26/2024,20:00:00,Sheet C,24TF00,24TF05,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,20:30:00,11/26/2024,22:30:00,Sheet A,24TF04,24TF10,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,20:30:00,11/26/2024,22:30:00,Sheet B,24TF11,24TF02,,,,0,Game,,1,0,FALSE
SportsEngine,11/26/2024,20:30:00,11/26/2024,22:30:00,Sheet C,24TF01,24TF09,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,18:00:00,12/3/2024,20:00:00,Sheet A,24TF05,24TF10,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,18:00:00,12/3/2024,20:00:00,Sheet B,24TF11,24TF06,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,18:00:00,12/3/2024,20:00:00,Sheet C,24TF07,24TF09,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,20:30:00,12/3/2024,22:30:00,Sheet A,24TF04,24TF00,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,20:30:00,12/3/2024,22:30:00,Sheet B,24TF01,24TF02,,,,0,Game,,1,0,FALSE
SportsEngine,12/3/2024,20:30:00,12/3/2024,22:30:00,Sheet C,24TF03,24TF08,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,18:00:00,12/10/2024,20:00:00,Sheet A,24TF01,24TF08,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,18:00:00,12/10/2024,20:00:00,Sheet B,24TF09,24TF04,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,18:00:00,12/10/2024,20:00:00,Sheet C,24TF06,24TF10,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,20:30:00,12/10/2024,22:30:00,Sheet A,24TF07,24TF03,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,20:30:00,12/10/2024,22:30:00,Sheet B,24TF00,24TF11,,,,0,Game,,1,0,FALSE
SportsEngine,12/10/2024,20:30:00,12/10/2024,22:30:00,Sheet C,24TF02,24TF05,,,,0,Game,,1,0,FALSE
